coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC2940,33,0,2,0,-131,1,0,16,145,1,-1,0,0,0,33,-131,1,145,1
CODDOC2941,61,1,2,0,1191,0,0,21,214,4,-1,0,1,0,61,1191,1,214,4
CODDOC2942,36,2,2,0,47,0,1,9,36,6,-1,0,0,0,36,47,1,36,6
CODDOC2947,45,1,2,0,-388,1,0,14,175,2,-1,0,0,0,45,-388,1,175,2
CODDOC2949,36,2,2,0,1511,1,0,16,270,1,-1,0,1,0,36,1511,1,270,1
CODDOC2950,46,1,1,0,147,1,0,6,116,2,169,3,0,1,46,147,1,116,2
CODDOC2955,51,1,2,0,0,0,1,26,565,3,-1,0,0,0,51,0,1,500,3
CODDOC2956,49,1,2,0,12531,0,0,13,77,8,-1,0,0,0,49,4000,1,77,6
CODDOC2957,35,1,3,0,552,1,1,19,314,2,124,1,0,1,35,552,1,314,2
CODDOC2959,31,1,3,0,309,1,1,7,294,1,-1,0,0,0,31,309,1,294,1
CODDOC2960,47,2,2,0,33,1,0,5,298,1,-1,0,0,0,47,33,1,298,1
CODDOC2961,59,1,2,0,681,1,0,14,427,2,-1,0,0,0,59,681,1,427,2
CODDOC2966,35,1,1,0,3587,1,0,30,148,4,-1,0,0,0,35,3587,1,148,4
CODDOC2967,36,1,3,0,254,0,0,6,161,3,-1,0,0,0,36,254,1,161,3
CODDOC2970,47,1,3,0,2408,0,0,12,236,1,104,1,0,1,47,2408,1,236,1
CODDOC2974,46,1,2,0,556,1,1,15,646,3,-1,0,1,0,46,556,1,500,3
CODDOC2976,48,2,3,0,-551,1,0,11,168,2,-1,0,0,0,48,-551,1,168,2
CODDOC2978,38,1,3,0,1514,0,1,21,160,3,120,3,0,1,38,1514,1,160,3
CODDOC2981,55,0,2,0,1580,0,1,19,1007,1,-1,0,1,0,55,1580,1,500,1
CODDOC2984,53,1,2,0,1278,1,0,15,174,3,-1,0,0,0,53,1278,1,174,3
CODDOC2986,34,2,2,0,16,0,0,13,990,1,-1,0,1,0,34,16,1,500,1
CODDOC2988,35,1,2,0,128,1,0,12,136,1,-1,0,0,0,35,128,1,136,1
CODDOC2991,56,1,1,0,828,1,0,14,214,1,349,1,0,1,56,828,1,214,1
CODDOC2995,41,1,3,0,140,1,0,5,65,3,-1,0,0,0,41,140,1,65,3
CODDOC2997,38,1,2,0,746,0,0,20,256,3,-1,0,0,0,38,746,1,256,3
CODDOC2998,31,1,2,0,589,1,1,21,151,1,-1,0,0,0,31,589,1,151,1
CODDOC3003,27,2,2,0,3354,1,0,14,493,5,-1,0,0,0,27,3354,1,493,5
CODDOC3004,33,2,3,0,23,0,0,20,216,3,-1,0,0,0,33,23,1,216,3
CODDOC3006,60,1,2,0,3735,0,0,22,190,1,188,9,1,1,60,3735,1,190,1
CODDOC3009,48,1,0,0,0,1,0,8,612,1,344,1,0,1,48,0,1,500,1
CODDOC3010,57,1,1,0,93,1,0,17,137,1,-1,0,0,0,57,93,1,137,1
CODDOC3013,36,1,2,0,-11,1,0,30,172,28,-1,0,0,0,36,-11,1,172,6
CODDOC3020,37,0,2,0,2610,1,0,13,53,1,-1,0,0,0,37,2610,1,53,1
CODDOC3021,25,2,2,0,64,0,0,21,71,11,-1,0,0,0,25,64,1,71,6
CODDOC3024,36,2,3,0,1830,0,0,14,183,1,91,11,0,1,36,1830,1,183,1
CODDOC3025,49,0,3,0,1904,0,1,17,131,2,-1,0,0,0,49,1904,1,131,2
CODDOC3026,38,2,3,0,16957,1,0,29,208,1,247,2,0,1,38,4000,1,208,1
CODDOC3027,39,0,3,0,26,0,0,18,311,5,-1,0,0,0,39,26,1,311,5
CODDOC3028,40,1,3,0,0,0,0,10,147,1,96,8,1,1,40,0,1,147,1
CODDOC3031,53,1,2,0,65,0,0,28,25,18,-1,0,0,0,53,65,1,25,6
CODDOC3036,55,1,3,0,4809,1,0,21,223,2,186,3,0,1,55,4000,1,223,2
CODDOC3037,73,1,1,0,279,0,0,28,399,3,-1,0,1,0,65,279,1,399,3
CODDOC3038,52,1,2,0,11,1,0,13,420,1,-1,0,0,0,52,11,1,420,1
CODDOC3039,49,1,2,0,2201,1,0,15,233,3,-1,0,0,0,49,2201,1,233,3
CODDOC3040,63,1,1,0,8044,0,0,12,702,1,-1,0,0,0,63,4000,1,500,1
CODDOC3041,34,1,2,0,2374,1,0,9,161,1,209,2,1,1,34,2374,1,161,1
CODDOC3043,49,1,3,0,443,0,0,8,27,6,-1,0,0,0,49,443,1,27,6
CODDOC3045,53,1,0,0,7,0,0,20,68,1,-1,0,0,0,53,7,1,68,1
CODDOC3046,53,1,3,0,3177,0,0,8,92,2,-1,0,0,0,53,3177,1,92,2
CODDOC3048,35,2,2,0,81,1,0,29,79,1,-1,0,0,0,35,81,1,79,1
CODDOC3051,31,2,0,0,187,0,0,17,86,1,-1,0,0,0,31,187,1,86,1
CODDOC3052,48,1,3,0,0,0,0,28,16,16,-1,0,0,0,48,0,1,16,6
CODDOC3059,38,1,2,0,4030,1,0,19,75,2,177,5,0,1,38,4000,1,75,2
CODDOC3060,56,1,1,0,306,0,1,8,212,1,-1,0,0,0,56,306,1,212,1
CODDOC3061,52,1,2,0,0,0,0,22,91,2,275,1,0,1,52,0,1,91,2
CODDOC3064,34,1,2,0,518,1,0,11,206,1,-1,0,0,0,34,518,1,206,1
CODDOC3067,34,1,2,0,856,1,0,20,470,1,150,5,0,1,34,856,1,470,1
CODDOC3069,43,1,3,0,64,0,0,6,230,2,-1,0,0,0,43,64,1,230,2
CODDOC3072,34,2,2,0,347,1,0,6,154,2,197,6,0,1,34,347,1,154,2
CODDOC3076,47,1,2,0,3285,0,0,31,248,5,-1,0,0,0,47,3285,1,248,5
CODDOC3079,36,1,2,0,1587,1,0,28,200,2,-1,0,0,0,36,1587,1,200,2
CODDOC3080,59,0,2,0,879,1,0,26,228,1,-1,0,0,0,59,879,1,228,1
CODDOC3081,33,1,2,0,478,0,0,30,475,2,-1,0,1,0,33,478,1,475,2
CODDOC3085,45,1,2,0,4646,1,0,13,118,1,-1,0,0,0,45,4000,1,118,1
CODDOC3086,60,2,2,0,27,0,0,22,40,2,-1,0,0,0,60,27,1,40,2
CODDOC3088,28,2,3,0,224,1,0,2,97,3,-1,0,0,0,28,224,1,97,3
CODDOC3091,58,1,3,0,2764,0,0,17,235,1,-1,0,0,0,58,2764,1,235,1
CODDOC3093,46,1,3,0,523,1,0,6,105,4,366,2,0,1,46,523,1,105,4
CODDOC3094,53,1,3,0,71,0,1,29,86,1,-1,0,0,0,53,71,1,86,1
CODDOC3095,56,1,2,0,3948,0,0,3,484,1,135,3,0,1,56,3948,1,484,1
CODDOC3096,52,2,2,0,1810,0,0,19,117,1,-1,0,0,0,52,1810,1,117,1
CODDOC3097,38,1,2,0,994,0,0,9,119,1,-1,0,0,0,38,994,1,119,1
CODDOC3098,37,1,1,0,52,1,0,7,359,1,-1,0,0,0,37,52,1,359,1
CODDOC3099,37,1,1,0,11,0,0,30,109,8,-1,0,0,0,37,11,1,109,6
CODDOC3108,37,1,2,0,658,1,0,23,175,1,-1,0,0,0,37,658,1,175,1
CODDOC3114,36,0,2,0,-37,1,0,27,151,1,-1,0,0,0,36,-37,1,151,1
CODDOC3115,28,2,2,0,94,1,0,16,300,1,-1,0,0,0,28,94,1,300,1
CODDOC3116,39,1,3,0,585,1,0,18,48,1,181,3,0,1,39,585,1,48,1
CODDOC3118,30,2,2,0,2145,1,0,18,727,2,-1,0,1,0,30,2145,1,500,2
CODDOC3119,32,1,2,0,1464,1,0,3,193,1,-1,0,0,0,32,1464,1,193,1
CODDOC3120,28,1,2,0,232,1,1,29,72,1,261,1,0,1,28,232,1,72,1
CODDOC3121,47,1,1,0,187,1,0,9,165,1,-1,0,0,0,47,187,1,165,1
CODDOC3124,47,1,2,0,405,0,1,8,994,2,-1,0,1,0,47,405,1,500,2
CODDOC3126,38,1,1,0,0,1,0,2,29,32,-1,0,0,0,38,0,1,29,6
CODDOC3127,52,1,1,0,2,0,0,9,70,3,-1,0,0,0,52,2,1,70,3
CODDOC3128,46,1,2,0,966,1,1,19,40,2,-1,0,0,0,46,966,1,40,2
CODDOC3129,57,1,1,1,195,0,1,30,185,4,-1,0,0,0,57,195,1,185,4
CODDOC3130,42,0,0,0,0,0,0,7,64,2,-1,0,0,0,42,0,1,64,2
CODDOC3132,51,1,2,0,260,0,0,27,316,5,-1,0,0,0,51,260,1,316,5
CODDOC3134,37,1,1,0,3242,1,0,21,233,1,-1,0,0,0,37,3242,1,233,1
CODDOC3137,39,1,1,0,20,1,0,7,109,1,-1,0,0,0,39,20,1,109,1
CODDOC3138,42,1,2,0,3068,1,1,11,429,2,-1,0,0,0,42,3068,1,429,2
CODDOC3140,34,2,2,0,1076,0,0,8,70,2,-1,0,0,0,34,1076,1,70,2
CODDOC3142,32,2,2,0,678,1,0,4,1579,1,246,4,1,1,32,678,1,500,1
CODDOC3148,52,1,2,0,-9,0,0,9,123,1,-1,0,0,0,52,-9,1,123,1
CODDOC3149,36,2,2,0,1927,1,0,18,288,1,137,1,0,1,36,1927,1,288,1
CODDOC3150,31,1,2,0,500,1,0,6,19,18,-1,0,0,0,31,500,1,19,6
CODDOC3152,43,1,2,0,59,0,0,13,437,2,-1,0,0,0,43,59,1,437,2
CODDOC3155,34,0,2,0,291,0,0,7,91,2,-1,0,0,0,34,291,1,91,2
CODDOC3158,75,1,2,0,6053,0,0,11,865,2,190,1,0,1,65,4000,1,500,2
CODDOC3159,58,1,2,0,1142,0,0,4,82,3,-1,0,0,0,58,1142,1,82,3
CODDOC3160,35,1,2,0,725,1,0,20,219,7,133,1,0,1,35,725,1,219,6
CODDOC3161,27,1,3,0,802,0,0,22,569,1,-1,0,1,0,27,802,1,500,1
CODDOC3163,48,1,2,0,191,1,0,5,238,3,-1,0,0,0,48,191,1,238,3
CODDOC3165,57,1,2,0,6164,0,0,19,161,2,-1,0,0,0,57,4000,1,161,2
CODDOC3166,53,1,3,0,37,0,0,28,51,9,-1,0,0,0,53,37,1,51,6
CODDOC3167,42,1,1,0,1156,1,0,20,37,1,-1,0,0,0,42,1156,1,37,1
CODDOC3169,59,1,2,0,2381,0,0,30,173,2,-1,0,0,0,59,2381,1,173,2
CODDOC3170,38,1,2,0,-314,1,0,28,66,2,-1,0,0,0,38,-314,1,66,2
CODDOC3173,55,0,3,0,481,1,0,8,147,2,298,3,0,1,55,481,1,147,2
CODDOC3175,36,2,2,0,168,1,0,12,52,1,-1,0,0,0,36,168,1,52,1
CODDOC3177,28,2,2,0,4745,0,0,12,360,1,181,5,1,1,28,4000,1,360,1
CODDOC3182,33,1,2,0,331,1,0,14,178,7,365,5,0,1,33,331,1,178,6
CODDOC3190,54,1,1,0,2281,1,0,20,158,1,-1,0,0,0,54,2281,1,158,1
CODDOC3191,39,1,2,0,186,1,0,17,433,1,-1,0,0,0,39,186,1,433,1
CODDOC3192,46,1,2,0,137,0,0,20,252,3,-1,0,0,0,46,137,1,252,3
CODDOC3194,76,0,1,0,86,0,0,12,192,1,-1,0,0,0,65,86,1,192,1
CODDOC3195,28,2,0,0,81,0,1,8,158,1,-1,0,0,0,28,81,1,158,1
CODDOC3198,30,2,2,0,25,0,0,30,44,1,-1,0,0,0,30,25,1,44,1
CODDOC3199,60,1,3,0,759,0,0,14,136,2,-1,0,0,0,60,759,1,136,2
CODDOC3200,56,1,3,0,1922,1,0,24,247,2,-1,0,0,0,56,1922,1,247,2
CODDOC3201,24,2,0,0,3298,1,0,28,227,1,-1,0,0,0,24,3298,1,227,1
CODDOC3202,58,1,2,0,764,0,0,12,219,4,-1,0,0,0,58,764,1,219,4
CODDOC3205,33,1,1,0,0,1,0,18,351,2,-1,0,0,0,33,0,1,351,2
CODDOC3206,77,1,1,0,680,0,0,27,341,4,94,3,0,1,65,680,1,341,4
CODDOC3208,54,1,3,0,2819,0,0,7,123,3,-1,0,0,0,54,2819,1,123,3
CODDOC3209,30,1,1,0,-518,1,1,28,244,6,-1,0,0,0,30,-518,1,244,6
CODDOC3210,50,1,2,0,60,0,1,27,151,8,-1,0,0,0,50,60,1,151,6
CODDOC3211,50,1,2,0,732,0,0,7,736,7,-1,0,0,0,50,732,1,500,6
CODDOC3213,41,1,3,0,177,1,0,11,117,2,-1,0,0,0,41,177,1,117,2
CODDOC3214,49,1,2,0,13229,0,1,8,77,2,-1,0,0,0,49,4000,1,77,2
CODDOC3215,41,1,1,0,-204,1,1,6,42,1,-1,0,0,0,41,-204,1,42,1
CODDOC3216,40,1,2,0,990,1,0,6,252,3,-1,0,0,0,40,990,1,252,3
CODDOC3217,38,1,2,0,648,1,0,3,179,1,-1,0,0,0,38,648,1,179,1
CODDOC3219,49,1,2,0,1916,0,1,14,281,3,-1,0,0,0,49,1916,1,281,3
CODDOC3220,72,1,1,0,763,0,0,24,384,2,-1,0,1,0,65,763,1,384,2
CODDOC3222,31,1,2,0,0,0,1,19,144,4,-1,0,0,0,31,0,1,144,4
CODDOC3223,33,2,2,0,5739,1,1,21,374,1,-1,0,0,0,33,4000,1,374,1
CODDOC3225,55,1,3,0,-375,0,0,30,814,2,-1,0,1,0,55,-375,1,500,2
CODDOC3226,25,1,2,0,157,1,0,28,33,31,-1,0,0,0,25,157,1,33,6
CODDOC3228,53,1,3,0,1343,0,0,5,129,4,-1,0,0,0,53,1343,1,129,4
CODDOC3231,32,2,2,0,2285,1,0,14,413,2,-1,0,0,0,32,2285,1,413,2
CODDOC3233,56,1,3,0,856,1,1,4,70,4,7,7,0,1,56,856,1,70,4
CODDOC3241,43,2,2,0,34,0,0,30,29,1,-1,0,0,0,43,34,1,29,1
CODDOC3242,48,1,2,0,5,0,0,9,65,6,-1,0,0,0,48,5,1,65,6
CODDOC3245,51,1,0,0,712,0,0,13,287,2,-1,0,0,0,51,712,1,287,2
CODDOC3247,33,1,2,0,-241,1,1,27,169,1,-1,0,0,0,33,-241,1,169,1
CODDOC3248,50,0,1,0,1545,1,0,20,25,1,-1,0,0,0,50,1545,1,25,1
CODDOC3249,59,0,2,0,1026,0,0,5,669,1,-1,0,1,0,59,1026,1,500,1
CODDOC3256,55,1,1,0,284,0,1,14,252,4,-1,0,0,0,55,284,1,252,4
CODDOC3257,36,1,3,0,495,0,0,12,213,3,182,6,1,1,36,495,1,213,3
CODDOC3258,31,2,2,0,1588,1,0,3,14,1,-1,0,0,0,31,1588,1,14,1
CODDOC3259,38,1,2,0,0,1,0,28,121,2,-1,0,0,0,38,0,1,121,2
CODDOC3261,45,1,1,0,542,0,0,11,8,5,350,3,0,1,45,542,1,8,5
CODDOC3272,36,1,2,0,4438,1,0,20,446,1,-1,0,1,0,36,4000,1,446,1
CODDOC3275,56,1,3,0,21664,0,0,17,214,8,-1,0,0,0,56,4000,1,214,6
CODDOC3276,32,1,3,0,5878,0,0,19,159,2,-1,0,0,0,32,4000,1,159,2
CODDOC3280,31,2,3,0,2197,1,0,23,146,3,-1,0,0,0,31,2197,1,146,3
CODDOC3284,45,1,1,0,2128,1,0,19,149,4,-1,0,0,0,45,2128,1,149,4
CODDOC3285,57,1,2,0,367,0,0,16,107,2,-1,0,0,0,57,367,1,107,2
CODDOC3287,30,2,1,0,71,1,0,19,122,6,-1,0,0,0,30,71,1,122,6
CODDOC3289,59,0,2,0,2921,0,0,3,251,1,-1,0,0,0,59,2921,1,251,1
CODDOC3291,49,1,1,0,1672,0,0,17,128,3,-1,0,0,0,49,1672,1,128,3
CODDOC3293,28,2,3,0,356,0,0,2,76,2,-1,0,0,0,28,356,1,76,2
CODDOC3295,40,1,3,0,1217,1,1,18,155,1,-1,0,0,0,40,1217,1,155,1
CODDOC3296,32,0,2,0,202,1,0,4,429,1,201,1,0,1,32,202,1,429,1
CODDOC3299,27,2,3,0,808,1,0,15,578,1,364,1,0,1,27,808,1,500,1
CODDOC3300,38,2,3,0,427,1,0,6,17,3,169,2,0,1,38,427,1,17,3
CODDOC3301,53,1,3,0,431,1,0,11,74,1,-1,0,0,0,53,431,1,74,1
CODDOC3304,52,0,2,0,238,1,0,6,101,1,362,5,0,1,52,238,1,101,1
CODDOC3306,40,2,2,0,3,0,0,19,998,1,-1,0,1,0,40,3,1,500,1
CODDOC3307,52,1,2,0,693,0,0,12,271,1,-1,0,0,0,52,693,1,271,1
CODDOC3310,28,2,2,0,618,1,0,7,281,1,-1,0,0,0,28,618,1,281,1
CODDOC3311,29,2,3,0,2893,1,0,3,250,1,-1,0,0,0,29,2893,1,250,1
CODDOC3314,36,1,1,0,179,0,0,9,411,1,-1,0,0,0,36,179,1,411,1
CODDOC3315,35,1,3,0,980,0,0,2,428,2,336,6,0,1,35,980,1,428,2
CODDOC3316,33,1,3,0,79,1,0,22,249,2,335,2,1,1,33,79,1,249,2
CODDOC3317,60,1,2,0,3043,0,0,19,235,3,-1,0,0,0,60,3043,1,235,3
CODDOC3318,25,2,3,0,808,0,0,18,267,2,114,2,1,1,25,808,1,267,2
CODDOC3319,69,1,2,0,745,0,0,9,595,1,-1,0,0,0,65,745,1,500,1
CODDOC3320,41,1,2,0,1309,0,0,20,28,4,-1,0,0,0,41,1309,1,28,4
CODDOC3322,35,0,1,0,1792,1,0,31,630,6,-1,0,1,0,35,1792,1,500,6
CODDOC3323,30,2,2,0,178,1,0,20,747,5,-1,0,0,0,30,178,1,500,5
CODDOC3324,59,1,3,0,0,0,0,27,87,4,-1,0,0,0,59,0,1,87,4
CODDOC3325,32,2,3,0,537,0,0,29,187,3,-1,0,0,0,32,537,1,187,3
CODDOC3327,60,1,1,0,1472,0,0,20,36,4,-1,0,0,0,60,1472,1,36,4
CODDOC3328,36,1,1,0,3953,1,0,19,277,1,-1,0,0,0,36,3953,1,277,1
CODDOC3329,32,2,3,0,112,1,0,5,118,1,-1,0,0,0,32,112,1,118,1
CODDOC3330,34,0,3,0,13204,1,1,20,197,2,-1,0,0,0,34,4000,1,197,2
CODDOC3331,58,1,2,0,0,0,1,14,101,5,-1,0,0,0,58,0,1,101,5
CODDOC3333,31,1,3,0,22546,1,0,14,8,6,267,4,0,1,31,4000,1,8,6
CODDOC3335,46,0,1,0,23,0,0,21,344,1,-1,0,0,0,46,23,1,344,1
CODDOC3339,34,1,2,0,293,1,0,21,162,3,-1,0,0,0,34,293,1,162,3
CODDOC3340,34,0,2,0,0,0,1,21,339,1,-1,0,0,0,34,0,1,339,1
CODDOC3341,49,1,1,0,199,0,0,13,113,2,-1,0,0,0,49,199,1,113,2
CODDOC3342,53,1,2,0,459,0,0,5,558,1,-1,0,1,0,53,459,1,500,1
CODDOC3343,42,1,2,0,8131,1,0,30,69,1,-1,0,0,0,42,4000,1,69,1
CODDOC3347,55,1,2,0,865,1,0,27,96,1,111,3,0,1,55,865,1,96,1
CODDOC3351,31,1,2,0,389,1,0,7,69,1,185,2,0,1,31,389,1,69,1
CODDOC3352,49,1,2,0,0,1,1,29,71,7,-1,0,0,0,49,0,1,71,6
CODDOC3353,54,1,3,0,384,1,0,12,30,7,-1,0,0,0,54,384,1,30,6
CODDOC3354,47,0,3,0,94,1,0,31,9,19,-1,0,0,0,47,94,1,9,6
CODDOC3355,61,1,2,0,1471,0,0,12,331,2,-1,0,0,0,61,1471,1,331,2
CODDOC3357,51,1,2,0,500,1,0,20,26,6,-1,0,0,0,51,500,1,26,6
CODDOC3359,35,1,3,0,365,0,0,21,168,2,-1,0,0,0,35,365,1,168,2
CODDOC3362,53,1,1,0,6839,1,0,19,77,1,-1,0,0,0,53,4000,1,77,1
CODDOC3363,21,2,2,0,6,0,0,9,622,1,-1,0,0,0,21,6,1,500,1
CODDOC3365,40,0,2,0,1876,0,1,20,269,1,-1,0,0,0,40,1876,1,269,1
CODDOC3367,52,1,1,0,247,0,0,29,268,6,-1,0,0,0,52,247,1,268,6
CODDOC3368,27,1,2,0,897,0,0,5,397,1,-1,0,1,0,27,897,1,397,1
CODDOC3370,51,0,2,0,1291,1,0,3,51,2,-1,0,0,0,51,1291,1,51,2
CODDOC3371,31,2,3,0,64,0,0,15,208,1,105,2,0,1,31,64,1,208,1
CODDOC3374,28,2,3,0,14,0,0,1,201,1,-1,0,0,0,28,14,1,201,1
CODDOC3376,50,1,0,0,452,0,0,20,181,2,-1,0,0,0,50,452,1,181,2
CODDOC3378,45,1,0,0,2033,0,0,30,123,1,186,4,0,1,45,2033,1,123,1
CODDOC3380,56,0,0,0,789,1,0,8,1022,1,360,2,0,1,56,789,1,500,1
CODDOC3384,37,1,2,0,103,1,0,12,153,1,-1,0,0,0,37,103,1,153,1
CODDOC3386,38,2,3,0,0,0,0,11,260,3,95,3,1,1,38,0,1,260,3
CODDOC3388,52,2,3,0,1308,1,0,29,361,1,-1,0,0,0,52,1308,1,361,1
CODDOC3389,49,1,2,0,66,1,1,21,59,4,-1,0,0,0,49,66,1,59,4
CODDOC3391,42,1,1,1,66,1,1,6,139,1,-1,0,0,0,42,66,1,139,1
CODDOC3392,36,1,0,0,70,1,0,8,219,4,-1,0,0,0,36,70,1,219,4
CODDOC3393,32,1,2,0,180,1,0,15,45,2,-1,0,0,0,32,180,1,45,2
CODDOC3394,49,1,3,0,279,1,0,19,168,4,-1,0,0,0,49,279,1,168,4
CODDOC3396,40,1,2,0,1416,1,0,14,210,2,-1,0,0,0,40,1416,1,210,2
CODDOC3399,34,1,2,0,550,0,1,9,601,1,-1,0,0,0,34,550,1,500,1
CODDOC3401,32,1,3,0,4908,0,1,13,491,2,-1,0,0,0,32,4000,1,491,2
CODDOC3410,48,2,1,0,316,0,0,5,560,2,-1,0,0,0,48,316,1,500,2
CODDOC3412,57,1,3,0,0,0,0,19,188,4,-1,0,0,0,57,0,1,188,4
CODDOC3413,45,1,2,0,72,1,1,15,262,2,352,2,0,1,45,72,1,262,2
CODDOC3414,33,2,3,0,61,0,0,19,836,3,-1,0,1,0,33,61,1,500,3
CODDOC3416,26,2,2,1,-162,1,0,15,44,2,-1,0,0,0,26,-162,1,44,2
CODDOC3417,30,2,3,0,47,0,1,31,11,17,-1,0,0,0,30,47,1,11,6
CODDOC3419,34,1,2,0,326,1,1,15,150,2,-1,0,0,0,34,326,1,150,2
CODDOC3422,65,1,1,0,2179,1,0,4,112,7,-1,0,0,0,65,2179,1,112,6
CODDOC3425,55,1,2,1,-308,0,0,2,781,1,-1,0,1,0,55,-308,1,500,1
CODDOC3429,29,1,3,0,1,0,0,18,167,3,-1,0,0,0,29,1,1,167,3
CODDOC3430,41,1,1,0,7735,1,0,20,220,1,190,1,0,1,41,4000,1,220,1
CODDOC3433,26,1,2,0,2770,1,0,8,141,1,-1,0,0,0,26,2770,1,141,1
CODDOC3435,29,2,3,0,21,1,0,14,107,4,371,3,0,1,29,21,1,107,4
CODDOC3436,48,1,2,0,178,1,0,17,320,4,-1,0,0,0,48,178,1,320,4
CODDOC3437,35,1,2,0,444,1,0,15,244,3,-1,0,0,0,35,444,1,244,3
CODDOC3438,26,2,2,0,209,1,0,22,319,2,-1,0,0,0,26,209,1,319,2
CODDOC3439,49,1,0,0,3096,0,0,16,147,2,-1,0,0,0,49,3096,1,147,2
CODDOC3441,32,1,2,0,4885,1,1,18,400,2,-1,0,0,0,32,4000,1,400,2
CODDOC3443,48,1,1,0,5462,0,0,6,29,4,-1,0,0,0,48,4000,1,29,4
CODDOC3444,40,1,2,0,6767,1,0,20,97,2,-1,0,0,0,40,4000,1,97,2
CODDOC3446,48,1,2,0,427,0,0,14,201,1,-1,0,0,0,48,427,1,201,1
CODDOC3448,53,1,3,0,146,0,0,30,150,1,-1,0,0,0,53,146,1,150,1
CODDOC3451,41,1,1,0,389,1,0,16,127,2,-1,0,0,0,41,389,1,127,2
CODDOC3453,31,1,2,0,0,1,0,29,82,5,-1,0,0,0,31,0,1,82,5
CODDOC3454,30,2,2,0,3107,1,0,3,1516,2,-1,0,0,0,30,3107,1,500,2
CODDOC3455,59,0,2,0,174,1,0,16,204,1,-1,0,0,0,59,174,1,204,1
CODDOC3457,35,1,2,0,670,0,0,9,378,1,-1,0,0,0,35,670,1,378,1
CODDOC3459,71,1,2,0,2850,0,0,17,185,1,-1,0,1,0,65,2850,1,185,1
CODDOC3460,30,2,1,0,79,1,0,15,317,1,-1,0,0,0,30,79,1,317,1
CODDOC3462,34,2,2,0,5039,0,0,20,205,6,-1,0,0,0,34,4000,1,205,6
CODDOC3465,33,2,2,0,238,1,1,5,45,5,-1,0,0,0,33,238,1,45,5
CODDOC3466,38,1,2,0,5092,1,0,17,145,6,-1,0,0,0,38,4000,1,145,6
CODDOC3467,41,0,2,0,1088,1,0,28,138,1,-1,0,0,0,41,1088,1,138,1
CODDOC3468,42,0,3,0,221,1,0,7,720,2,-1,0,0,0,42,221,1,500,2
CODDOC3469,38,0,2,0,889,0,1,18,362,1,-1,0,0,0,38,889,1,362,1
CODDOC3470,48,1,1,0,750,1,0,18,90,6,-1,0,0,0,48,750,1,90,6
CODDOC3473,33,1,2,0,1844,1,0,29,241,3,-1,0,0,0,33,1844,1,241,3
CODDOC3474,40,1,3,0,89,1,1,9,148,6,-1,0,0,0,40,89,1,148,6
CODDOC3475,36,1,2,0,4280,0,0,19,227,6,-1,0,0,0,36,4000,1,227,6
CODDOC3477,33,1,2,0,625,1,0,28,410,1,-1,0,0,0,33,625,1,410,1
CODDOC3478,55,1,0,0,574,1,0,29,243,2,-1,0,0,0,55,574,1,243,2
CODDOC3480,25,2,3,0,468,1,0,15,147,1,-1,0,0,0,25,468,1,147,1
CODDOC3481,47,1,2,0,440,1,0,12,91,1,-1,0,0,0,47,440,1,91,1
CODDOC3482,40,1,2,0,0,1,0,19,332,1,183,1,0,1,40,0,1,332,1
CODDOC3483,59,1,2,0,5706,1,0,25,471,2,-1,0,0,0,59,4000,1,471,2
CODDOC3490,38,1,2,0,526,1,1,23,553,2,-1,0,0,0,38,526,1,500,2
CODDOC3491,66,2,3,0,6483,0,0,13,275,1,-1,0,0,0,65,4000,1,275,1
CODDOC3492,47,1,3,0,2306,0,0,6,239,4,-1,0,1,0,47,2306,1,239,4
CODDOC3493,37,1,2,0,954,1,0,2,402,9,-1,0,0,0,37,954,1,402,6
CODDOC3494,36,2,3,0,-679,1,1,7,172,1,93,1,0,1,36,-679,1,172,1
CODDOC3495,50,1,1,0,-1,0,0,19,195,2,-1,0,0,0,50,-1,1,195,2
CODDOC3498,42,1,2,0,4209,1,0,5,57,6,-1,0,0,0,42,4000,1,57,6
CODDOC3499,58,0,2,0,462,0,0,13,495,1,93,1,1,1,58,462,1,495,1
CODDOC3500,28,2,3,0,0,1,0,21,479,1,-1,0,0,0,28,0,1,479,1
CODDOC3501,41,1,2,0,0,0,0,29,141,2,-1,0,0,0,41,0,1,141,2
CODDOC3503,32,0,3,0,883,1,0,10,798,1,185,5,1,1,32,883,1,500,1
CODDOC3504,27,2,2,0,266,0,1,7,232,1,-1,0,0,0,27,266,1,232,1
CODDOC3506,36,1,3,0,491,1,0,8,103,3,-1,0,0,0,36,491,1,103,3
CODDOC3508,36,1,2,0,198,1,0,9,400,2,-1,0,0,0,36,198,1,400,2
CODDOC3509,52,1,2,0,14363,0,0,5,132,1,-1,0,0,0,52,4000,1,132,1
CODDOC3510,34,0,2,0,0,1,1,18,374,16,-1,0,0,0,34,0,1,374,6
CODDOC3511,43,1,2,0,136,0,0,25,363,7,-1,0,1,0,43,136,1,363,6
CODDOC3513,33,2,3,0,335,0,0,29,130,4,-1,0,0,0,33,335,1,130,4
CODDOC3514,51,1,0,0,174,0,0,29,308,3,-1,0,0,0,51,174,1,308,3
CODDOC3518,25,1,3,0,914,1,0,12,185,2,-1,0,0,0,25,914,1,185,2
